,user_ID,followers_count,user_location,user_description,date,text,hashtags,category,class
0,8.29318e+17,294,Eora Nation,PhD candidate in gender and cultural studies @Sydney_Uni. He/him.,10/27/2021 11:59,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
1,415086641.0,432,London,Children’s Book Illustrator 🎨 & former @pathwaysinto Mentee 🖍️ https://t.co/13CCOFiD3f 🖍 Represented by @HemingwayLorna @BLM_Agency,10/27/2021 11:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['ocd'],Comorbidity/Impact,1
2,1.31198e+18,17,,"One of the greatest regrets in life is being what others would want you to be, rather than being yourself.

Shannon L. Alder",10/27/2021 11:26,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['oknottobeok'],Comorbidity/Impact,1
3,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 11:25,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
4,8.85312e+17,981,Hell,"A free thinker and freelance writer

follow me on
Readcash: https://t.co/y6u8LRptoP
HiveBlog: https://t.co/PYIoXZodvV",10/27/2021 11:06,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
5,8.94509e+17,9,Mayfair,Stress reduction and personal  transformation clinic in London Mayfair.,10/27/2021 11:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['depression', 'mentalhealth']",Comorbidity/Impact,1
6,48743186.0,63955,lilybaileyuk@gmail.com,"Writer and oversharing dog mum. Author of Because We Are Bad, a book about living with #OCD. Hosting #OCDTalkHour on Twitter every Wednesday 7pm UK time",10/27/2021 11:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCDTalkHour', 'OCD']",Comorbidity/Impact,1
7,20533552.0,140326,UK,The UK's leading anxiety charity.   For support call 03444 775 774 or ask Anxia at https://t.co/M60j4pn9yZ.   We're sorry we can't provide direct support via Twitter.,10/27/2021 11:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Obsessive', 'Compulsive', 'Disorder', 'OCD', 'anxiety']",Comorbidity/Impact,1
8,2244058202.0,2004,,"Fairly normal lady, my opinions are my own, retweet’s are not endorsements. No DM’s #freethechildren #commonsense #criticalthinking #ifollowback",10/27/2021 10:59,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['yesitidiedup'],Comorbidity/Impact,1
9,1.42727e+18,2,"London, England",,10/27/2021 10:56,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Obsessive', 'disorder']",Comorbidity/Impact,1
10,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 10:50,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
11,1.43626e+18,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",10/27/2021 10:37,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
12,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 10:20,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
13,1.37997e+18,31,,Photographer - Nature lover - Outdoor activity - Local guide - Travel,10/27/2021 9:44,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['hive', 'wednesdaywalk', 'nature', 'posh', 'ocd']",Comorbidity/Impact,1
14,1.16446e+18,42,,"выживут только фрилансеры © 
криптоентузіаст, криптоблогер",10/27/2021 9:43,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['hive', 'Ukraine', 'Odesa', 'travel', 'architecture', 'pinmapple', 'OCD']",Comorbidity/Impact,1
15,9.15135e+17,242,"Canterbury Region, New Zealand","Sex work is a legitimate profession & needs equality for a safer, ethical industry. People fuck, some of us get paid for it. vaginas are fantastic",10/27/2021 9:28,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['PMDD', 'ADHD', 'OCD']",Comorbidity/Impact,1
16,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 9:10,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']",Comorbidity/Impact,1
17,1.43626e+18,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",10/27/2021 9:09,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['PrivatePractice'],Comorbidity/Impact,1
18,1.43626e+18,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",10/27/2021 9:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
19,1.06687e+18,290,"Luton, England",Helping young minds reach their potential! Retweets not endorsements. #LeadTheChange,10/27/2021 8:57,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['WellbeingWednesday', 'OCD', 'OCDAwarenessWeek']",Comorbidity/Impact,1
20,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 8:55,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
21,3400263531.0,540,"Dronfield, England",Private Psychological Therapies for mental health problems in Dronfield,10/27/2021 8:40,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['anxiety', 'Chesterfield', 'depression', 'Dronfield', 'Derbyshire', 'sheffield', 'OCD']",Comorbidity/Impact,1
22,9.05776e+17,1783,"Wallingford, England",Podcaster|Speaker|Trainer. Supporting teachers to use evidenced based psychology in all aspects of classroom practice. Trying to practice what I preach.,10/27/2021 7:30,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'Psychologyintheclassroom']",Comorbidity/Impact,1
23,1.3601e+18,6,"Bathinda, Punjab","A Practice of Ethical Psychiatry, A psychiatric Facility, And a Teaching Clinic For Every Individual. Who Wish To Seek Any Psychological Help...",10/27/2021 7:28,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
24,2894321270.0,310,,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",10/27/2021 7:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']",Comorbidity/Impact,1
25,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 6:50,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
26,186018397.0,11748,"Scotland, United Kingdom",,10/27/2021 6:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
27,1.36361e+18,421,hogwarts,"Sex Worker
Smutlancer 
NSFW Sex Blogger
#Bipolar1 #borderline #OCD #recoveringaddict 
#bisexual #Author #AMA #poet #WritingCommunity",10/27/2021 6:12,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['depression'],Comorbidity/Impact,1
28,1.38598e+18,150,UK,"“People can lose their lives in libraries. They ought to be warned.”  Saul Bellow

You can find me over on A Thousand Suns where I talk about #books #poetry",10/27/2021 5:53,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['TuesdayBookBlog'],Comorbidity/Impact,1
29,8.31517e+17,178,,,10/27/2021 5:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['photography', 'culture', 'bilbaobilbao2021', 'Bilbao', 'WednesdayWalk', 'OCD', 'hive']",Comorbidity/Impact,1
30,9.45927e+17,116,India,"My travels, my passions, my varied interests, my memories and those of others, all find their way into the #Stories.  #Podcast #SliceOfLifeStories #Lifestories",10/27/2021 5:27,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['TheShadowOfTheGirl', 'Podcast', 'Work', 'HomeHelp', 'OCD', 'EveryStepMatters', 'Loyalty']",Comorbidity/Impact,1
